Default Unit of Measure,Item Code,Item Group,Item Name,Maintain Stock,Opening Stock,Brand,Shelf Life In Days,End of Life,Has Expiry Date,Barcode (Barcodes),Re-order Qty (Reorder level based on Warehouse),UOM (UOMs),Default Price List (Item Defaults)
Nos,B293054,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293054,,Nos,
Nos,B293058,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293058,,Nos,
Nos,B293061,شنط بناتي,شنط بناتي شد 60 حبة,1,0,,0,2099-12-31,0,B293061,,Nos,
Nos,B293063,شنط بناتي,شنط بناتي شد 60,1,0,,0,2099-12-31,0,B293063,,Nos,
Nos,B293064,شنط بناتي,شنط بناتي شد 60,1,0,,0,2099-12-31,0,B293064,,Nos,
Nos,B293074,شنط بناتي,شنط بناتي شد 60,1,0,,0,2099-12-31,0,B293074,,Nos,
Nos,B293101,شنط بناتي,شنط بناتي شد 60 حبه,1,0,,0,2099-12-31,0,B293101,,Nos,
Nos,12335,شنط نسائي,شنط طقم ادوات اظافر,1,0,,0,2099-12-31,0,5000112335,,Nos,
Nos,B292667,شنط نسائي,شنطة نسائية شد 36,1,0,,0,2099-12-31,0,B292667,,Nos,
Nos,B292743,شنط نسائي,شنطة نسائية شد 24,1,0,,0,2099-12-31,0,B292743,,Nos,
Nos,B292928,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B292928,,Nos,
Nos,B293397,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293397,,Nos,
Nos,B293499,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293499,,Nos,
Nos,B2935,شنط نسائي,شنطة نسائي,1,0,,0,2099-12-31,0,B293591,,Nos,
Nos,B293563,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293563,,Nos,
Nos,B293595,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293595,,Nos,
Nos,B2936,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293652,,Nos,
Nos,B293600,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293600,,Nos,
Nos,B293610,شنط نسائي,شنطة يد نسائي,1,0,,0,2099-12-31,0,B293610,,Nos,
Nos,B29362,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293621,,Nos,
Nos,B293621,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,1101201921565,,Nos,
Nos,B293640,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293640,,Nos,
Nos,B293658,شنط نسائي,شنطة يد نسائي,1,0,,0,2099-12-31,0,B293658,,Nos,
Nos,B293663,شنط نسائي,شنط نسائي,1,0,,0,2099-12-31,0,B293663,,Nos,
Nos,B29371790,شنط نسائي,شنطة  نسائي,1,0,,0,2099-12-31,0,6921530096278,,Nos,
Nos,B298080,شنط نسائي,شنطة نسائية,1,0,,0,2099-12-31,0,B298080,,Nos,
Nos,737,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,3867146993538,,Nos,
Nos,B293357,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293357,,Nos,
Nos,B293477,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293477,,Nos,
Nos,B2939,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293908,,Nos,
Nos,B2939,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293919,,Nos,
Nos,B2939,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293954,,Nos,
Nos,B2939,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293969,,Nos,
Nos,B2939,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293975,,Nos,
Nos,B2939,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293984,,Nos,
Nos,B293913,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293913,,Nos,
Nos,B293938,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293938,,Nos,
Nos,B29394,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293946,,Nos,
Nos,B293983,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293983,,Nos,
Nos,B29399,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293995,,Nos,
Nos,B293990,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B293990,,Nos,
Nos,B298160,شنط يد نسائي,شنط يد نسائي,1,0,,0,2099-12-31,0,B298160,,Nos,
Nos,S110825,صنادل نسائي,صندل نسائي مقاس 36-41 (شد 24),1,0,,0,2099-12-31,0,S110825,,Nos,
Nos,S110828,صنادل نسائي,صندل نسائي مقاس 36-41 (شد 24),1,0,,0,2099-12-31,0,S110828,,Nos,
Nos,S160011,صنادل نسائي,صندل نسائي م36-41 (شد 24),1,0,,0,2099-12-31,0,S160011,,Nos,
Nos,S160014,صنادل نسائي,صندل نسائي م36-41ش24,1,0,,0,2099-12-31,0,160014,,Nos,
Nos,S160018,صنادل نسائي,صندل نسائي م36-41ش24,1,0,,0,2099-12-31,0,160018,,Nos,
Nos,S160019,صنادل نسائي,صندل نسائي م36-41 (شد 24),1,0,,0,2099-12-31,0,S160019,,Nos,
Nos,S210212,صنادل نسائي,صندل نسائي مقاس 36-41 (شد 24),1,0,,0,2099-12-31,0,6900452102120,,Nos,
Nos,S210216,صنادل نسائي,صندل نسائي مقاس 36-41 (شد 24),1,0,,0,2099-12-31,0,6900452102168,,Nos,
Nos,113370,طقم اطواق,طقم اطواق 10 موديل 5/8,1,0,,0,2099-12-31,0,6920251133705,,Nos,
Nos,161809,طقم اطواق,طقم اطواق مع الكلبس عدد الاشكال 10 4/5,1,0,,0,2099-12-31,0,6932164567867,,Nos,
Nos,121212,طقوم استيل,طقوم استيل مربع,1,0,,0,2099-12-31,0,5000121212,,Nos,
Nos,31313,طقوم استيل,طقوم استيل خفيف منوع,1,0,,0,2099-12-31,0,5000131313,,Nos,
Nos,4343,طقوم استيل,طقوم استيل فايتي كليف,1,0,فايتي,0,2099-12-31,0,434343,,Nos,
Nos,4444,طقوم استيل,طقوم استيل مربع,1,0,,0,2099-12-31,0,444444,,Nos,
Nos,4545,طقوم استيل,طقوم استيل شكل ورقة,1,0,,0,2099-12-31,0,454545,,Nos,
Nos,AS-120120,طقوم استيل,طقوم استيل خناق,1,0,,0,2099-12-31,0,120120120,,Nos,
Nos,236514789632,طقوم زركون,طقوم زركون راقي,1,0,,0,2099-12-31,0,236514789632145,,Nos,
Nos,3939,طقوم زركون,طقوم زركون خناق,1,0,,0,2099-12-31,0,393939,,Nos,
Nos,4040,طقوم زركون,طقوم زركون ملون,1,0,,0,2099-12-31,0,404040,,Nos,
Nos,6262,طقوم زركون,طقوم زركون خناق طو,1,0,,0,2099-12-31,0,626262,,Nos,
Nos,6464,طقوم زركون,طقوم زركون كرت اصفر,1,0,,0,2099-12-31,0,646464,,Nos,
Nos,6565,طقوم زركون,طقوم زركون كرت ازرق,1,0,,0,2099-12-31,0,656565,,Nos,
Nos,790998,علب هدايا,طقم اكسسوار علب هدايا 7 موديل 2,1,0,,0,2099-12-31,0,6988757909989,,Nos,
Nos,133133,فيونكات 1,ابيام كلبس فيونكات 4435,1,0,,0,2099-12-31,0,111133133,,Nos,
Nos,18534,فيونكات 1,فيونكات بناتي,1,0,,0,2099-12-31,0,4978326018534,,Nos,
Nos,709,قباضات نسائي,قباضات نسائي,1,0,,0,2099-12-31,0,9502481758872,,Nos,
Nos,718,قباضات نسائي,قباضات نسائي,1,0,,0,2099-12-31,0,2043408271199,,Nos,
Nos,2323,قطب زركون,قطب زركون فص ملون,1,0,,0,2099-12-31,0,232323,,Nos,
Nos,2424,قطب زركون,قطب زركون ملون صغير,1,0,,0,2099-12-31,0,242424,,Nos,
Nos,2626,قطب زركون,قطب زركون ملون,1,0,,0,2099-12-31,0,262626,,Nos,
Nos,2727,قطب زركون,قطب زركون ملون دائري,1,0,,0,2099-12-31,0,272727,,Nos,
Nos,2828,قطب زركون,قطب زركون فراشه,1,0,,0,2099-12-31,0,282828,,Nos,
Nos,2929,قطب زركون,قطب زركون منوع,1,0,,0,2099-12-31,0,292929,,Nos,
Nos,3030,قطب زركون,قطب زركون *3 دائري,1,0,,0,2099-12-31,0,303030,,Nos,
Nos,3838,قطب زركون,قطب زركون ثعبان,1,0,,0,2099-12-31,0,383838,,Nos,
Nos,3998,قطب زركون,قطب دمعة زركون,1,0,,0,2099-12-31,0,39983998,,Nos,
Nos,120121,لصق حناء صغير,نقش حناء صغير,1,0,,0,2099-12-31,0,12121121,,Nos,
Nos,12120,لصق حناء صغير,نقش حناء منوع,1,0,,0,2099-12-31,0,12120120,,Nos,
Nos,225228,لصق حناء صغير,اقماع حناء المليكة,1,0,,0,2099-12-31,0,228225228,,Nos,
Nos,144144,مبارد,مبارد,1,0,,0,2099-12-31,0,11144144,,Nos,
Nos,695657000888,نقش تاتو صغير,نقش تاتو,1,0,,0,2099-12-31,0,6956570008882,,Nos,
